state,StateName,WeekEndDate,Week,PositiveIncrease,PositivePercChange,DeathIncrease,DeathPercChange,TestIncrease,TestPercChange,HospIncrease,HospPercChange,PositiveCum,DeathCum,TestsCum,HospCum,Pos100k,Death100k,Tests100k,Hosp100k
CO,Colorado,2020-08-02,31,3829,5,30,-34,83295,13,214,-8,47267,1691,703954,6465,820.7877562,29.3640827,12224.1061233,112.2642191
CT,Connecticut,2020-08-02,31,1034,17,19,11,80924,-2,95,63,49810,4432,793996,10807,1397.0824789,124.3097680,22270.1847004,303.1172526
DC,Washington DC,2020-08-02,31,488,-6,4,33,24772,2,0,0,12274,586,197192,,,,,-999999.0000000
DE,Delaware,2020-08-02,31,702,-5,6,-89,15974,-1,0,0,14949,585,184911,,1535.1769012,60.0761581,18989.3033630,-999999.0000000
FL,Florida,2020-08-02,31,65517,-14,1250,40,343066,-15,3258,4,487132,7206,3720997,27524,2268.0788018,33.5510208,17324.9025258,128.1513038
GA,Georgia,2020-08-02,31,24824,-1,330,0,188245,6,1966,-4,193177,3840,1624640,19064,1819.4339625,36.1669682,15301.6414623,179.5539275
GU,Guam,2020-08-02,31,30,36,0,0,2020,13,0,0,367,5,22052,,,,,-999999.0000000
HI,Hawaii,2020-08-02,31,562,161,0,-100,14983,5,23,35,2197,26,154514,194,155.1693938,1.8363242,10912.9921349,13.7018036
IA,Iowa,2020-08-02,31,3305,-12,46,17,32707,-23,0,0,45492,876,484118,,1441.8697525,27.7648356,15344.1286564,-999999.0000000
ID,Idaho,2020-08-02,31,3457,-1,45,73,18231,-12,141,1,21114,197,183034,856,1181.4903207,11.0236617,10242.1568326,47.8997686
IL,Illinois,2020-08-02,31,10632,13,111,4,268693,3,0,0,183224,7714,2779603,,1445.9168891,60.8752286,21935.3082718,-999999.0000000
IN,Indiana,2020-08-02,31,5602,-4,76,1,95973,0,601,88,67857,2975,1020137,8848,1007.9440375,44.1904816,15153.0572609,131.4276912
KS,Kansas,2020-08-02,31,2703,-14,32,18,14540,-49,155,8,27812,358,292507,1751,954.6516441,12.2884111,10040.3526705,60.1033737
KY,Kentucky,2020-08-02,31,3959,-13,44,51,54664,7,516,31,31185,742,594873,3782,698.0143802,16.6081985,13315.0523774,84.6525697
LA,Louisiana,2020-08-02,31,12546,-17,234,13,142517,-8,0,0,119747,4007,1379440,,2575.8723660,86.1943979,29673.0721989,-999999.0000000
MA,Massachusetts,2020-08-02,31,2772,36,116,27,132507,18,117,12,118458,8638,1621729,11936,1704.5535486,124.2966583,23335.8989844,171.7532894
MD,Maryland,2020-08-02,31,6311,7,73,12,170452,6,484,21,90274,3515,1264012,12746,1493.1984491,58.1406889,20907.6894576,210.8282278
ME,Maine,2020-08-02,31,147,2,4,100,16373,-11,9,125,3958,123,172074,388,294.4476020,9.1503424,12801.1057780,28.8644946
MI,Michigan,2020-08-02,31,6260,67,57,58,262184,65,0,0,91761,6457,1901841,,918.8176020,64.6549760,19043.4387916,-999999.0000000
MN,Minnesota,2020-08-02,31,4897,1,35,6,99621,-4,319,11,55947,1654,1054962,5241,992.0328135,29.3281547,18706.2205477,92.9315955
MO,Missouri,2020-08-02,31,10549,24,71,36,114990,15,0,0,51840,1253,920290,,844.6534933,20.4157181,14994.7176570,-999999.0000000
MP,Northern Mariana Islands,2020-08-02,31,3,50,0,0,422,-33,0,0,45,2,11764,4,,,,
MS,Mississippi,2020-08-02,31,8784,-5,213,58,39587,-11,332,30,60553,1703,462145,4314,2034.6091543,57.2215974,15528.2884022,144.9524201
MT,Montana,2020-08-02,31,821,4,15,66,20538,7,35,12,4193,61,174295,233,392.3172071,5.7074528,16307.8768463,21.8005984
NC,North Carolina,2020-08-02,31,12786,-2,186,24,207370,3,0,0,125219,1969,1813510,,1193.9168298,18.7736864,17291.1467910,-999999.0000000
ND,North Dakota,2020-08-02,31,864,4,4,-55,30775,0,43,30,6649,95,311152,371,872.5011876,12.4661773,40830.2736523,48.6837029
NE,Nebraska,2020-08-02,31,2037,12,16,6,22654,5,74,8,26391,332,277243,1629,1364.2933652,17.1628736,14332.1884525,84.2118105
NH,New Hampshire,2020-08-02,31,198,-20,7,-50,18853,-10,9,-43,6613,416,240675,695,486.3533501,30.5947367,17700.4525226,51.1138029
NJ,New Jersey,2020-08-02,31,3171,55,104,-22,208541,95,251,0,182350,15737,2145878,21565,2052.9846806,177.1747733,24159.3345785,242.7892220
NM,New Mexico,2020-08-02,31,2125,5,41,13,52835,0,161,-14,20796,651,565886,2703,991.7833071,31.0468808,26987.7038137,128.9089382
NV,Nevada,2020-08-02,31,7258,-1,100,16,43699,-8,0,0,50205,832,482119,,1629.9499116,27.0116189,15652.4215007,-999999.0000000
NY,New York,2020-08-02,31,4567,-6,61,-10,455663,1,0,0,416298,25170,6030935,89995,2139.9578206,129.3850519,31001.7019506,462.6145311
OH,Ohio,2020-08-02,31,8903,-4,218,32,199081,28,712,12,93031,3529,1517546,10900,795.8782113,30.1905194,12982.5735087,93.2492664
OK,Oklahoma,2020-08-02,31,7650,52,53,17,71483,-20,460,17,38225,550,637686,3241,966.0166830,13.8995206,16115.5085544,81.9060842
OR,Oregon,2020-08-02,31,2325,0,39,34,35606,-17,133,-9,19097,326,413657,1607,452.7783501,7.7292633,9807.5579392,38.1010006
PA,Pennsylvania,2020-08-02,31,6311,-1,90,-15,108992,-1,0,0,113590,7209,1244569,,887.2839994,56.3115622,9721.6846538,-999999.0000000
PR,Puerto Rico,2020-08-02,31,3332,7,24,4,3332,-93,0,0,18411,230,324383,,,,,-999999.0000000
RI,Rhode Island,2020-08-02,31,798,85,5,-58,29239,9,65,12,19022,1007,373276,2211,1795.6107503,95.0573034,35235.9582805,208.7107228
SC,South Carolina,2020-08-02,31,10591,-14,286,-13,73379,-4,700,8,91788,1777,722257,5527,1782.7364270,34.5134727,14027.9106589,107.3471939
SD,South Dakota,2020-08-02,31,562,26,12,100,7019,-19,34,25,8955,135,113953,835,1012.2544393,15.2601172,12881.0083885,94.3866507
TN,Tennessee,2020-08-02,31,17388,20,103,-18,210479,32,528,-3,109627,1073,1562298,4756,1604.3349694,15.7028052,22863.4306693,69.6016229
TX,Texas,2020-08-02,31,54639,-5,1952,91,441737,-4,0,0,430485,6837,3747779,,1484.6419048,23.5792111,12925.2116878,-999999.0000000
UT,Utah,2020-08-02,31,3079,-28,36,16,33121,-24,199,0,41175,311,536716,2430,1284.3274927,9.7006885,16741.2049690,75.7963766
VA,Virginia,2020-08-02,31,7192,0,140,180,116613,5,1262,46,91782,2218,1136568,13280,1075.2948942,25.9855318,13315.7456506,155.5851495
VI,Virgin Islands,2020-08-02,31,69,0,1,0,1036,-40,0,0,421,8,9289,,,,,-999999.0000000
VT,Vermont,2020-08-02,31,25,-56,1,0,6576,-21,0,0,1426,57,96681,,228.5296696,9.1347764,15494.0231318,-999999.0000000
WA,Washington,2020-08-02,31,4908,-11,69,13,92019,-3,267,-15,60588,1592,1110085,5655,795.6513637,20.9064001,14577.8148163,74.2623698
WI,Wisconsin,2020-08-02,31,6343,-4,56,16,93760,2,313,9,58990,955,963656,4717,1013.1501705,16.4020751,16550.7414940,81.0142288
WV,West Virginia,2020-08-02,31,914,-1,13,333,30310,-3,0,0,6854,117,291212,,382.4463060,6.5284823,16249.3366895,-999999.0000000
WY,Wyoming,2020-08-02,31,323,-4,1,0,5073,19,9,-43,2808,26,53381,167,485.1760405,4.4923707,9223.3554899,28.8548429
AK,Alaska,2020-08-09,32,546,-43,2,-50,34960,4,0,0,4473,26,277919,,611.4456390,3.5541218,37990.6909349,-999999.0000000
AL,Alabama,2020-08-09,32,9038,-19,132,-10,51140,-7,1016,-25,101334,1768,758852,11537,2066.6974630,36.0581948,15476.7156450,235.2960372
AR,Arkansas,2020-08-09,32,4866,-17,61,-7,36942,-30,371,-24,49383,544,563831,3284,1636.3771922,18.0262275,18683.3563908,108.8200939
AS,American Samoa,2020-08-09,32,0,0,0,0,129,-43,0,0,0,0,1396,,,,,-999999.0000000
AZ,Arizona,2020-08-09,32,9105,-46,390,-15,66568,-26,7898,112,186923,4150,1021233,19268,2568.0762145,57.0155427,14030.3984892,264.7169824
CA,California,2020-08-09,32,45657,-16,965,8,820940,-2,0,0,554160,10293,8826119,,1402.5027142,26.0501668,22337.6928198,-999999.0000000
CO,Colorado,2020-08-09,32,3084,-19,45,50,88305,6,141,-34,50324,1736,791022,6602,873.8723220,30.1455042,13736.0351299,114.6432134
CT,Connecticut,2020-08-09,32,510,-50,9,-52,70637,-12,113,18,50320,4441,864633,10920,1411.3870777,124.5622021,24251.4277252,306.2867029
DC,Washington DC,2020-08-09,32,448,-8,5,25,19553,-21,0,0,12753,591,217942,,,,,-999999.0000000
DE,Delaware,2020-08-09,32,625,-10,5,-16,12998,-18,0,0,15575,591,198119,,1599.4635250,60.6923238,20345.6895100,-999999.0000000
FL,Florida,2020-08-09,32,46549,-28,1094,-12,266429,-22,3295,1,532806,8315,3985663,30893,2480.7362154,38.7145070,18557.1831893,143.8373140
GA,Georgia,2020-08-09,32,23415,-5,361,9,201881,7,1561,-20,216596,4199,1835048,20628,2040.0053761,39.5482030,17283.3652761,194.2844323
GU,Guam,2020-08-09,32,45,50,0,0,2477,22,0,0,412,5,24529,,,,,-999999.0000000
HI,Hawaii,2020-08-09,32,1004,78,5,0,19019,26,52,126,3346,31,174234,237,236.3207974,2.1894635,12305.7734032,16.7388012
IA,Iowa,2020-08-09,32,3307,0,53,15,34577,5,0,0,48789,930,518810,,1546.3682264,29.4763666,16443.6922160,-999999.0000000
ID,Idaho,2020-08-09,32,3201,-7,40,-11,20842,14,118,-16,24495,235,203289,988,1370.6832152,13.1500533,11375.5795117,55.2861815
IL,Illinois,2020-08-09,32,12241,15,140,26,293276,9,0,0,195380,7845,3075288,,1541.8462745,61.9090184,24268.7140230,-999999.0000000
IN,Indiana,2020-08-09,32,6165,10,65,-14,110619,15,573,-4,74328,3041,1131749,9354,1104.0639052,45.1708419,16810.9355920,138.9437866
KS,Kansas,2020-08-09,32,2826,4,22,-31,24005,65,124,-20,30638,380,316512,1875,1051.6545762,13.0435648,10864.3283903,64.3596948
KY,Kentucky,2020-08-09,32,3855,-2,32,-27,51314,-6,220,-57,34982,773,646187,4002,783.0026951,17.3020720,14463.6145036,89.5768334
LA,Louisiana,2020-08-09,32,12466,0,258,10,162759,14,0,0,131399,4263,1540571,,2826.5180174,91.7012025,33139.1539397,-999999.0000000
MA,Massachusetts,2020-08-09,32,2671,-3,95,-18,141927,7,114,-2,121040,8735,1763161,12054,1741.7072847,125.6924416,25371.0373245,173.4512526
MD,Maryland,2020-08-09,32,5216,-17,71,-2,152497,-10,433,-10,95503,3585,1433396,13177,1579.6899604,59.2985404,23709.4255733,217.9572852
ME,Maine,2020-08-09,32,89,-39,2,-50,16655,1,5,-44,4042,125,188986,393,300.6966163,9.2991284,14059.2406555,29.2364597
MI,Michigan,2020-08-09,32,4859,-22,63,10,198291,-24,0,0,96726,6519,2101332,,968.5329428,65.2757920,21040.9741523,-999999.0000000
MN,Minnesota,2020-08-09,32,4913,0,43,22,98278,-1,298,-6,60898,1698,1159139,5555,1079.8222295,30.1083475,20553.4510053,98.4993347
MO,Missouri,2020-08-09,32,6121,-41,48,-32,85661,-25,0,0,57379,1301,996617,,934.9030245,21.1978047,16238.3493542,-999999.0000000
MP,Northern Mariana Islands,2020-08-09,32,6,100,0,0,540,27,0,0,48,2,12301,4,,,,
MS,Mississippi,2020-08-09,32,6765,-22,181,-15,32117,-18,292,-12,67173,1896,494117,4606,2257.0442542,63.7064878,16602.5625733,154.7637568
MT,Montana,2020-08-09,32,808,-1,14,-6,17293,-15,38,8,4952,75,189946,272,463.3328905,7.0173600,17772.2595338,25.4496256
NC,North Carolina,2020-08-09,32,10888,-14,196,5,183354,-11,0,0,136218,2168,1986548,,1298.7882248,20.6710778,18941.0000912,-999999.0000000
ND,North Dakota,2020-08-09,32,905,4,3,-25,34754,12,43,0,7589,98,347516,415,995.8507313,12.8598460,45602.0638741,54.4575113
NE,Nebraska,2020-08-09,32,1893,-7,13,-18,22279,-1,82,10,28245,345,299674,1715,1460.1366413,17.8349138,15491.7680241,88.6576151
NH,New Hampshire,2020-08-09,32,205,3,3,-57,20562,9,5,-44,6831,419,260008,701,502.3861688,30.8153718,19122.2987826,51.5550731
NJ,New Jersey,2020-08-09,32,2400,-24,61,-41,156094,-25,384,52,184773,15797,2301852,21992,2080.2639889,177.8502824,25915.3654673,247.5965950
NM,New Mexico,2020-08-09,32,1365,-35,33,-19,54842,3,133,-17,22115,681,620128,2838,1054.6878167,32.4776126,29574.5623511,135.3472315
NV,Nevada,2020-08-09,32,6345,-12,117,17,38799,-11,0,0,56230,957,517604,,1825.5568874,31.0698549,16804.4735397,-999999.0000000
NY,New York,2020-08-09,32,4578,0,31,-49,471858,3,0,0,420860,25202,6509644,89995,2163.4085400,129.5495462,33462.4802112,462.6145311
OH,Ohio,2020-08-09,32,7882,-11,153,-29,151590,-23,659,-7,100848,3669,1668548,11565,862.7524788,31.3882164,14274.3923826,98.9383272
OK,Oklahoma,2020-08-09,32,5349,-30,54,1,56373,-21,366,-20,43566,603,694051,3605,1100.9936641,15.2389290,17539.9566992,91.1050397
OR,Oregon,2020-08-09,32,2193,-5,30,-23,28451,-20,151,13,21272,356,447037,1758,504.3462881,8.4405452,10598.9776034,41.6811195
PA,Pennsylvania,2020-08-09,32,5156,-18,109,21,100735,-7,0,0,118852,7314,1347210,,928.3869874,57.1317473,10523.4428806,-999999.0000000
PR,Puerto Rico,2020-08-09,32,3552,6,49,104,3552,6,0,0,22121,279,328093,,,,,-999999.0000000
RI,Rhode Island,2020-08-09,32,810,1,8,60,29674,1,83,27,19906,1015,402375,2311,1879.0572808,95.8124756,37982.8028406,218.1503756
SC,South Carolina,2020-08-09,32,8861,-16,256,-10,66206,-9,626,-10,100435,2031,785984,6153,1950.6812769,39.4467434,15265.6372057,119.5055697
SD,South Dakota,2020-08-09,32,610,8,12,0,7055,0,39,14,9605,146,120897,876,1085.7290775,16.5035341,13665.9436009,99.0212048
TN,Tennessee,2020-08-09,32,12401,-28,148,43,142633,-32,538,1,122712,1223,1713120,5304,1795.8272393,17.8979783,25070.6333543,77.6213221
TX,Texas,2020-08-09,32,50998,-6,1506,-22,264878,-40,0,0,486362,8459,4025864,,1677.3485862,29.1731091,13884.2616991,-999999.0000000
UT,Utah,2020-08-09,32,3049,0,25,-30,33095,0,192,-3,44127,336,570613,2620,1376.4060540,10.4804866,17798.5176350,81.7228423
VA,Virginia,2020-08-09,32,8388,16,107,-23,95238,-18,838,-33,100086,2326,1240339,14123,1172.5824757,27.2508327,14531.5006621,165.4615261
VI,Virgin Islands,2020-08-09,32,107,55,1,0,1330,28,0,0,547,9,10879,,,,,-999999.0000000
VT,Vermont,2020-08-09,32,33,32,1,0,6411,-2,0,0,1459,58,102691,,233.8182244,9.2950356,16457.1811362,-999999.0000000
WA,Washington,2020-08-09,32,4363,-11,108,56,92709,0,322,20,64918,1688,1202997,5896,852.5136203,22.1670876,15797.9501485,77.4272206
WI,Wisconsin,2020-08-09,32,6155,-2,49,-12,97155,3,299,-4,64835,1005,1058577,5000,1113.5377404,17.2608225,18181.0047138,85.8747390
WV,West Virginia,2020-08-09,32,828,-9,15,15,30696,1,0,0,7694,139,323072,,429.3174611,7.7560602,18027.0926436,-999999.0000000
WY,Wyoming,2020-08-09,32,244,-24,2,100,3296,-35,10,11,3050,28,56675,177,526.9896451,4.8379377,9792.5043066,30.5826778
AK,Alaska,2020-08-16,33,581,6,2,0,23084,-33,0,0,5060,28,301515,,691.6867725,3.8275157,41216.1931255,-999999.0000000
AL,Alabama,2020-08-16,33,9193,1,161,21,86852,69,1070,5,108433,1898,842070,12607,2211.4809048,38.7095327,17173.9389805,257.1185872
AR,Arkansas,2020-08-16,33,3953,-18,79,29,37137,0,339,-8,52665,599,622050,3570,1745.1310132,19.8487321,20612.5272340,118.2971180
AS,American Samoa,2020-08-16,33,0,0,0,0,118,-8,0,0,0,0,1514,,,,,-999999.0000000
AZ,Arizona,2020-08-16,33,6547,-28,355,-8,60530,-9,1551,-80,193537,4506,1090499,20755,2658.9438771,61.9065146,14982.0222438,285.1464070
CA,California,2020-08-16,33,67902,48,958,0,973584,18,0,0,621562,11224,9798135,,1573.0879024,28.4063997,24797.7315779,-999999.0000000
CO,Colorado,2020-08-16,33,2645,-14,32,-28,69125,-21,136,-3,52838,1768,859734,6727,917.5277353,30.7011816,14929.2136330,116.8138286
CT,Connecticut,2020-08-16,33,577,13,12,33,73057,3,95,-15,50897,4453,937690,11015,1427.5709080,124.8987809,26300.5474735,308.9512850
DC,Washington DC,2020-08-16,33,506,12,7,40,25882,32,0,0,13220,597,242852,,,,,-999999.0000000
DE,Delaware,2020-08-16,33,894,43,3,-40,12867,-1,0,0,16451,593,210385,,1689.4237207,60.8977124,21605.3376383,-999999.0000000
FL,Florida,2020-08-16,33,43060,-7,1242,13,256853,-3,3435,4,573416,9587,4232628,34341,2669.8157259,44.6369187,19707.0482798,159.8911468
GA,Georgia,2020-08-16,33,21741,-7,483,33,190100,-5,1472,-5,237030,4702,2005273,22087,2232.4626230,44.2856991,18886.6262557,208.0259965
GU,Guam,2020-08-16,33,90,100,0,0,2567,3,0,0,516,5,27773,,,,,-999999.0000000
HI,Hawaii,2020-08-16,33,1428,42,9,80,22701,19,46,-11,4825,40,198185,279,340.7793925,2.8251141,13997.3811192,19.7051711
IA,Iowa,2020-08-16,33,3510,6,48,-9,32527,-5,0,0,52428,975,551193,,1661.7063964,30.9026424,17470.0719794,-999999.0000000
ID,Idaho,2020-08-16,33,3251,1,36,-10,17767,-14,123,4,27477,269,221406,1103,1537.5489979,15.0526142,12389.3646846,61.7213140
IL,Illinois,2020-08-16,33,11853,-3,97,-30,297160,1,0,0,207413,7955,3368183,,1636.8050022,62.7770863,26580.1024178,-999999.0000000
IN,Indiana,2020-08-16,33,6389,3,92,41,125704,13,518,-9,80415,3133,1257312,9935,1194.4798587,46.5374047,18676.0412874,147.5739277
KS,Kansas,2020-08-16,33,3247,14,22,0,26531,10,145,16,33885,402,343043,2020,1163.1084051,13.7987186,11775.0094909,69.3368446
KY,Kentucky,2020-08-16,33,4352,12,38,18,62976,22,191,-13,39315,813,709163,4193,879.9883071,18.1973927,15873.2073722,93.8519896
LA,Louisiana,2020-08-16,33,7991,-35,223,-13,132010,-18,0,0,137918,4507,1658087,,2966.7479351,96.9498756,35667.0353644,-999999.0000000
MA,Massachusetts,2020-08-16,33,2186,-18,97,2,130821,-7,126,10,123200,8829,1908475,12173,1772.7886440,127.0450563,27462.0357744,175.1636052
MD,Maryland,2020-08-16,33,5112,-1,59,-16,192946,26,451,4,100212,3639,1611241,13614,1657.5802887,60.1917402,26651.1128608,225.1855871
ME,Maine,2020-08-16,33,118,32,2,0,20953,25,6,20,4168,127,210223,400,310.0701377,9.4479145,15639.1253761,29.7572109
MI,Michigan,2020-08-16,33,5591,15,66,4,216658,9,0,0,102259,6592,2321050,,1023.9357588,66.0067527,23241.0457064,-999999.0000000
MN,Minnesota,2020-08-16,33,4312,-12,56,30,98323,0,316,6,65152,1752,1254208,5851,1155.2526832,31.0658568,22239.1815636,103.7479041
MO,Missouri,2020-08-16,33,9018,47,45,-6,109966,28,0,0,67475,1367,1119127,,1099.4018993,22.2731737,18234.4623839,-999999.0000000
MP,Northern Mariana Islands,2020-08-16,33,2,-66,0,0,1,-99,0,0,50,2,12302,4,,,,
MS,Mississippi,2020-08-16,33,5109,-24,206,13,26175,-18,310,6,72136,2084,520146,4916,2423.8033781,70.0233758,17477.1491616,165.1799019
MT,Montana,2020-08-16,33,770,-4,7,-50,12090,-30,56,47,5750,82,201924,326,537.9976010,7.6723136,18892.9787103,30.5021249
NC,North Carolina,2020-08-16,33,8940,-17,183,-6,-66365,-136,0,0,144952,2347,1924646,,1382.0636829,22.3777765,18350.7874270,-999999.0000000
ND,North Dakota,2020-08-16,33,941,3,7,133,37738,8,43,0,8582,105,385231,459,1126.1550897,13.7784065,50551.1362593,60.2313198
NE,Nebraska,2020-08-16,33,1884,0,16,23,20145,-9,176,114,30241,361,320876,1883,1563.3206645,18.6620403,16587.8139462,97.3424428
NH,New Hampshire,2020-08-16,33,162,-20,4,33,21315,3,6,20,6988,423,281010,708,513.9327401,31.1095520,20666.8917145,52.0698884
NJ,New Jersey,2020-08-16,33,3013,25,59,-3,208591,33,248,-35,187455,15853,2490186,22206,2110.4592448,178.4807576,28035.7209202,250.0059107
NM,New Mexico,2020-08-16,33,1195,-12,28,-15,46188,-15,127,-4,23302,711,665291,2957,1111.2971062,33.9083445,31728.4337445,141.0224677
NV,Nevada,2020-08-16,33,5189,-18,120,2,29831,-23,0,0,61305,1072,547463,,1990.3212694,34.8034320,17773.8724922,-999999.0000000
NY,New York,2020-08-16,33,4556,0,49,58,546672,15,0,0,425508,25250,7068196,89995,2187.3013378,129.7962877,36333.6871846,462.6145311
OH,Ohio,2020-08-16,33,7705,-2,156,1,157857,4,694,5,108287,3826,1829645,12236,926.3929644,32.7313480,15652.5737653,104.6787178
OK,Oklahoma,2020-08-16,33,4718,-11,54,0,60852,7,404,10,48342,661,754961,4013,1221.6920468,16.7046966,19079.2654280,101.4159568
OR,Oregon,2020-08-16,33,2008,-8,31,3,46812,64,105,-30,23262,388,488797,1863,551.5279876,9.1992459,11589.0820125,44.1706062
PA,Pennsylvania,2020-08-16,33,5708,10,152,39,110627,9,0,0,124460,7468,1456863,,972.1926804,58.3346853,11379.9738463,-999999.0000000
PR,Puerto Rico,2020-08-16,33,4271,20,55,12,4271,20,0,0,26006,335,331978,,,,,-999999.0000000
RI,Rhode Island,2020-08-16,33,607,-25,7,-12,26339,-11,81,-2,20514,1022,428977,2380,1936.4503696,96.4732513,40493.9392709,224.6637360
SC,South Carolina,2020-08-16,33,6422,-27,253,-1,82325,24,699,11,106497,2269,867601,6852,2068.4194150,44.0692569,16850.8291585,133.0817754
SD,South Dakota,2020-08-16,33,641,5,6,-50,7462,5,42,7,10274,153,128774,916,1161.3514360,17.2947995,14556.3431786,103.5427210
TN,Tennessee,2020-08-16,33,11162,-9,130,-12,144272,1,551,2,133708,1366,1857340,5847,1956.7480647,19.9907100,27181.2191523,85.5678489
TX,Texas,2020-08-16,33,47355,-7,1497,0,309019,16,0,0,535582,9983,4439041,,1847.0968342,34.4290280,15309.2123671,-999999.0000000
UT,Utah,2020-08-16,33,2570,-15,28,12,28546,-13,156,-18,46652,363,598527,2771,1455.1656634,11.3226686,18669.2090165,86.4328229
VA,Virginia,2020-08-16,33,6561,-21,59,-44,113773,19,864,3,106687,2381,1349460,14967,1249.9181362,27.8951989,15809.9349319,175.3496185
VI,Virgin Islands,2020-08-16,33,206,92,0,-100,1498,12,0,0,741,9,12171,,,,,-999999.0000000
VT,Vermont,2020-08-16,33,55,66,0,-100,8494,32,0,0,1515,58,111335,,242.7927415,9.2950356,17842.4619665,-999999.0000000
WA,Washington,2020-08-16,33,3856,-11,83,-23,94970,2,316,-1,68729,1766,1297928,6230,902.5602855,23.1913961,17044.5993135,81.8133623
WI,Wisconsin,2020-08-16,33,5334,-13,42,-14,73508,-24,295,-1,70246,1046,1130779,5304,1206.4713829,17.9649954,19421.0702947,91.0959231
WV,West Virginia,2020-08-16,33,894,7,29,93,32324,5,0,0,8564,160,355339,,477.8625860,8.9278391,19827.5587884,-999999.0000000
WY,Wyoming,2020-08-16,33,214,-12,2,0,3398,3,14,40,3286,30,60095,191,567.7665488,5.1835047,10383.4238431,33.0016466
AK,Alaska,2020-08-23,34,540,-7,3,50,29610,28,0,0,5558,32,327440,,759.7618738,4.3743037,44760.0626072,-999999.0000000
AL,Alabama,2020-08-23,34,6952,-24,115,-28,78522,-9,895,-16,115060,2013,916703,13502,2346.6379506,41.0549469,18696.0720430,275.3720286
AR,Arkansas,2020-08-23,34,4207,6,74,-6,69931,88,346,2,56574,687,670826,3920,1874.6613869,22.7647395,22228.7906025,129.8948746
AS,American Samoa,2020-08-23,34,0,0,0,0,0,-100,0,0,0,0,1514,,,,,-999999.0000000
AZ,Arizona,2020-08-23,34,5241,-19,264,-25,66809,10,476,-69,198103,4771,1149287,21241,2721.6747127,65.5472661,15789.6920570,291.8234079
CA,California,2020-08-23,34,43203,-36,841,-12,755241,-22,0,0,663669,12134,10541031,,1679.6549260,30.7094845,26677.8991402,-999999.0000000
CO,Colorado,2020-08-23,34,2048,-22,47,46,70131,1,90,-33,54883,1815,930152,6831,953.0390002,31.5173330,16152.0166926,118.6197805
CT,Connecticut,2020-08-23,34,622,7,7,-41,84680,15,72,-24,51519,4460,1022370,11087,1445.0169089,125.0951186,28675.6718323,310.9707578
DC,Washington DC,2020-08-23,34,375,-25,7,0,23224,-10,0,0,13590,604,266046,,,,,-999999.0000000
DE,Delaware,2020-08-23,34,432,-51,7,133,11115,-13,0,0,16895,600,221845,,1735.0199843,61.6165724,22782.2141710,-999999.0000000
