state,StateName,WeekEndDate,Week,PositiveIncrease,PositivePercChange,DeathIncrease,DeathPercChange,TestIncrease,TestPercChange,HospIncrease,HospPercChange,PositiveCum,DeathCum,TestsCum,HospCum,Pos100k,Death100k,Tests100k,Hosp100k
NV,Nevada,2020-07-05,27,5236,53,30,233,38203,58,0,0,22418,534,307697,,727.8202792,17.3367842,9989.6563681,-999999.0000000
NY,New York,2020-07-05,27,4675,0,66,-45,415809,-2,0,0,397131,24904,4233803,89995,2041.4308722,128.0176930,21763.6400863,462.6145311
OH,Ohio,2020-07-05,27,6728,29,103,-3,103531,-9,487,15,57151,2911,868762,8172,488.9255802,24.9035426,7432.2402922,69.9112849
OK,Oklahoma,2020-07-05,27,3003,15,14,-12,38771,-11,236,11,15928,398,364717,1685,402.5301171,10.0581986,9217.0753842,42.5830768
OR,Oregon,2020-07-05,27,1836,36,11,-15,27403,-18,47,-38,10230,215,264201,1069,242.5471289,5.0975203,6264.0463357,25.3453451
PA,Pennsylvania,2020-07-05,27,5005,61,170,6,95742,34,0,0,89854,6753,824700,,701.8753102,52.7496157,6441.9677286,-999999.0000000
PR,Puerto Rico,2020-07-05,27,721,19,3,-40,80127,13188,0,0,7916,155,200602,,,,,-999999.0000000
RI,Rhode Island,2020-07-05,27,271,-25,33,0,19694,-1,35,-43,17108,960,268696,2019,1614.9357962,90.6206666,25363.9694117,190.5865895
SC,South Carolina,2020-07-05,27,11447,40,102,52,69529,26,260,-20,44847,820,430809,2882,871.0330385,15.9263070,8367.3126921,55.9751425
SD,South Dakota,2020-07-05,27,402,0,6,-40,5730,-7,44,-6,7063,97,84003,691,798.3867230,10.9646768,9495.5231338,78.1091924
TN,Tennessee,2020-07-05,27,9968,74,53,-11,130051,77,296,0,51431,646,896166,2871,752.6663305,9.4538790,13114.9301920,42.0156138
TX,Texas,2020-07-05,27,48419,35,242,20,348983,34,0,0,195239,2637,2133457,,673.3335676,9.0943952,7357.7933362,-999999.0000000
UT,Utah,2020-07-05,27,3914,9,14,16,43914,46,200,-1,24952,184,371308,1582,778.3009010,5.7393141,11581.8111154,49.3456246
VA,Virginia,2020-07-05,27,3862,1,125,6,81728,7,762,154,65748,1853,718139,9576,770.2870792,21.7092833,8413.5364235,112.1900145
VI,Virgin Islands,2020-07-05,27,30,328,0,0,344,31,0,0,111,6,3171,,,,,-999999.0000000
VT,Vermont,2020-07-05,27,38,-28,0,0,6674,17,0,0,1249,56,70024,,200.1637849,8.9745172,11221.9926954,-999999.0000000
WA,Washington,2020-07-05,27,4571,15,48,-2,85861,6,269,40,39156,1354,730249,4473,514.2028916,17.7809458,9589.7473543,58.7401556
WI,Wisconsin,2020-07-05,27,3980,37,26,-21,67894,5,192,7,34740,803,618851,3586,596.6576865,13.7914831,10628.7336190,61.5893628
WV,West Virginia,2020-07-05,27,380,38,1,-80,16774,3,0,0,3262,94,184821,,182.0163190,5.2451055,10312.8259010,-999999.0000000
WY,Wyoming,2020-07-05,27,214,0,0,0,3501,-21,8,-38,1634,20,35327,119,282.3282230,3.4556698,6103.9223580,20.5612353
AK,Alaska,2020-07-12,28,274,6,1,-50,20644,20,0,0,1479,17,145475,,202.1748491,2.3238488,19885.9947098,-999999.0000000
AL,Alabama,2020-07-12,28,9085,16,107,21,59782,3,3839,1736,53587,1121,510827,6745,1092.9018587,22.8626903,10418.2689415,137.5636449
AR,Arkansas,2020-07-12,28,3594,-19,27,-27,30756,-44,244,22,28367,321,382402,1822,939.9816093,10.6367997,12671.4438379,60.3746075
AS,American Samoa,2020-07-12,28,0,0,0,0,120,0,0,0,0,0,816,,,,,-999999.0000000
AZ,Arizona,2020-07-12,28,25377,3,346,53,94253,0,682,44,122467,2237,695463,5795,1682.5355348,30.7334383,9554.7470797,79.6156795
CA,California,2020-07-12,28,54956,7,632,43,722664,4,0,0,320804,7017,5406599,,811.9107852,17.7590615,13683.3581851,-999999.0000000
CO,Colorado,2020-07-12,28,2572,41,65,66,54043,5,327,125,36591,1586,481350,5885,635.3998516,27.5407659,8358.6050828,102.1925645
CT,Connecticut,2020-07-12,28,570,11,13,-45,58362,-4,141,-1,47287,4348,589394,10552,1326.3167874,121.9537165,16531.4601601,295.9649532
DC,Washington DC,2020-07-12,28,354,53,11,22,19496,27,0,0,10847,568,126883,,,,,-999999.0000000
DE,Delaware,2020-07-12,28,747,-17,5,0,13422,-18,0,0,12804,517,137409,,1314.8976549,53.0929465,14111.1193267,-999999.0000000
FL,Florida,2020-07-12,28,64459,12,498,58,328802,3,2301,43,269811,4346,2574007,18590,1256.2357012,20.2349065,11984.5354285,86.5547427
GA,Georgia,2020-07-12,28,21082,14,139,71,138514,1,1462,38,116926,3001,1083416,13259,1101.2653447,28.2648624,10204.1333382,124.8796436
GU,Guam,2020-07-12,28,24,-40,0,0,2025,-27,0,0,312,5,16979,,,,,-999999.0000000
HI,Hawaii,2020-07-12,28,183,67,0,-100,11052,-2,7,-22,1200,19,110405,125,84.7534240,1.3419292,7797.6681508,8.8284817
IA,Iowa,2020-07-12,28,3606,19,27,58,39350,0,0,0,35071,750,374413,,1111.5759714,23.7712634,11867.0267221,-999999.0000000
ID,Idaho,2020-07-12,28,2934,58,8,166,21166,24,94,104,10505,102,124531,468,587.8353613,5.7076827,6968.4650530,26.1881913
IL,Illinois,2020-07-12,28,6360,13,145,-3,209627,-1,0,0,155048,7388,1984114,,1223.5652634,58.3025912,15657.6864525,-999999.0000000
IN,Indiana,2020-07-12,28,3647,27,69,-2,71093,11,242,3,51612,2760,735038,7527,766.6417269,40.9968838,10918.2128508,111.8056320
KS,Kansas,2020-07-12,28,2692,13,7,-46,26218,10,85,-6,18611,284,217779,1304,638.8257496,9.7483484,7475.3013235,44.7600224
KY,Kentucky,2020-07-12,28,2745,80,37,15,42036,-6,94,-2,19389,625,437088,2779,433.9843135,13.9893855,9783.3480651,62.2024038
LA,Louisiana,2020-07-12,28,13514,58,125,42,140305,32,0,0,78122,3416,934995,,1680.4788511,73.4814234,20112.6356642,-999999.0000000
MA,Massachusetts,2020-07-12,28,1560,11,138,5,109057,37,139,-7,111597,8325,1260707,11608,1605.8270642,119.7927391,18140.9663396,167.0335274
MD,Maryland,2020-07-12,28,3126,8,74,-6,82372,2,319,12,73109,3319,802280,11420,1209.2767067,54.8987045,13270.3021000,188.8952111
ME,Maine,2020-07-12,28,123,-49,5,66,13945,0,10,-23,3539,114,122314,371,263.2769236,8.4808051,9099.3087400,27.5998131
MI,Michigan,2020-07-12,28,3789,30,95,46,143968,11,0,0,76776,6314,1296155,,768.7703949,63.2230941,12978.6077842,-999999.0000000
MN,Minnesota,2020-07-12,28,3947,52,34,-33,96923,27,227,48,42281,1540,755052,4399,749.7120379,27.3067463,13388.3203727,78.0015434
MO,Missouri,2020-07-12,28,3918,32,42,35,166212,0,0,0,27443,1069,605046,,447.1417017,17.4177196,9858.2989487,-999999.0000000
MP,Northern Mariana Islands,2020-07-12,28,0,-100,0,0,2547,254600,4,0,33,2,10767,4,,,,
MS,Mississippi,2020-07-12,28,4745,-7,123,70,24428,-25,227,19,36287,1249,335211,3495,1219.2601916,41.9669849,11263.2465646,117.4336366
MT,Montana,2020-07-12,28,510,61,6,500,14409,-18,15,-11,1758,29,114661,128,164.4869187,2.7133792,10728.2335527,11.9762944
NC,North Carolina,2020-07-12,28,12139,9,104,25,157762,-3,0,0,85701,1503,1199575,,817.1273228,14.3305488,11437.5037423,-999999.0000000
ND,North Dakota,2020-07-12,28,464,44,0,-100,25598,11,22,37,4331,78,223258,271,568.3264616,10.2353877,29296.5664211,35.5614110
NE,Nebraska,2020-07-12,28,1117,-1,2,-88,16266,-14,54,1,20998,285,208103,1421,1085.5000600,14.7331897,10757.9683293,73.4591668
NH,New Hampshire,2020-07-12,28,134,-27,14,27,16513,0,16,100,6024,391,181329,589,443.0353215,28.7561107,13335.8485737,43.3180286
NJ,New Jersey,2020-07-12,28,1926,-10,248,2,152736,8,399,-2,175298,15361,1685604,20632,1973.5898466,172.9415831,18977.3468030,232.2850558
NM,New Mexico,2020-07-12,28,1773,29,28,27,40207,-5,191,34,14773,543,410754,2187,704.5400459,25.8962462,19589.2941198,104.3003507
NV,Nevada,2020-07-12,28,5263,0,62,106,40004,4,0,0,27683,593,347556,,898.7531800,19.2522716,11283.7142015,-999999.0000000
NY,New York,2020-07-12,28,4431,-5,78,18,440389,5,0,0,401706,24979,4673195,89995,2064.9484174,128.4032265,24022.3113907,462.6145311
OH,Ohio,2020-07-12,28,8031,19,129,25,134665,30,659,35,65592,3058,1006386,8842,561.1381543,26.1611245,8609.6106629,75.6431205
OK,Oklahoma,2020-07-12,28,4134,37,23,64,55382,42,316,33,20235,422,420272,2032,511.3759995,10.6647231,10621.0533259,51.3524107
OR,Oregon,2020-07-12,28,1921,4,19,72,37157,35,111,136,12170,234,296172,1180,288.5433587,5.5479988,7022.0594598,27.9770882
PA,Pennsylvania,2020-07-12,28,5314,6,148,-12,97500,1,0,0,95266,6904,924284,,744.1499911,53.9291199,7219.8468535,-999999.0000000
PR,Puerto Rico,2020-07-12,28,1579,119,12,300,64659,-19,0,0,9654,167,265420,,,,,-999999.0000000
RI,Rhode Island,2020-07-12,28,228,-15,16,-51,23467,19,32,-8,17312,976,292723,2051,1634.1926879,92.1310111,27632.0347832,193.6072783
SC,South Carolina,2020-07-12,28,11313,-1,138,35,67397,-3,516,98,56648,961,492508,3398,1100.2359036,18.6648550,9565.6507625,65.9970626
SD,South Dakota,2020-07-12,28,426,5,12,100,5776,0,49,11,7499,109,90608,738,847.6712496,12.3211316,10242.1384963,83.4219739
TN,Tennessee,2020-07-12,28,10866,9,101,90,128510,-1,333,12,61960,741,1018015,3250,906.7528501,10.8441553,14898.1278685,47.5620846
TX,Texas,2020-07-12,28,58672,21,504,108,357815,2,0,0,258658,3192,2492754,,892.0508399,11.0084601,8596.9245080,-999999.0000000
UT,Utah,2020-07-12,28,4313,10,31,121,38636,-12,232,16,29484,215,413058,1824,919.6627030,6.7062638,12884.0739648,56.8940704
VA,Virginia,2020-07-12,28,4673,20,113,-9,90166,10,742,-2,70670,1966,813923,10355,827.9519968,23.0331630,9535.7177460,121.3165831
VI,Virgin Islands,2020-07-12,28,56,86,0,0,636,84,0,0,181,6,4089,,,,,-999999.0000000
VT,Vermont,2020-07-12,28,45,18,0,0,5635,-15,0,0,1296,56,75851,,207.6959690,8.9745172,12155.8232597,-999999.0000000
WA,Washington,2020-07-12,28,5478,19,72,50,92674,7,199,-26,44675,1424,823502,4662,586.6792875,18.7001971,10814.3607533,61.2221340
WI,Wisconsin,2020-07-12,28,4873,22,25,-3,71740,5,223,16,39877,827,693229,3824,684.8853933,14.2036818,11906.1718862,65.6770004
WV,West Virginia,2020-07-12,28,933,145,1,0,22394,33,0,0,4207,96,207036,,234.7463685,5.3567034,11552.4005564,-999999.0000000
WY,Wyoming,2020-07-12,28,233,8,1,0,4617,31,4,-50,1862,21,39939,124,321.7228587,3.6284533,6900.7998148,21.4251528
AK,Alaska,2020-07-19,29,774,182,1,0,24987,21,0,0,2277,18,173010,,311.2590476,2.4605458,23649.9463464,-999999.0000000
AL,Alabama,2020-07-19,29,13287,46,172,60,72074,20,1037,-72,67011,1287,584387,7782,1366.6830846,26.2482448,11918.5182692,158.7131630
AR,Arkansas,2020-07-19,29,4959,37,40,48,43356,40,355,45,32533,357,419171,2177,1078.0280500,11.8297118,13889.8378799,72.1380464
AS,American Samoa,2020-07-19,29,0,0,0,0,221,84,0,0,0,0,1037,,,,,-999999.0000000
AZ,Arizona,2020-07-19,29,21335,-15,579,67,88698,-5,817,19,143624,2761,785979,6632,1973.2048931,37.9325093,10798.3178904,91.1149589
CA,California,2020-07-19,29,63019,14,650,2,891523,23,0,0,384692,7685,6286852,,973.6025229,19.4496776,15911.1574158,-999999.0000000
CO,Colorado,2020-07-19,29,3153,22,29,-55,62321,15,130,-60,39788,1615,543670,6019,690.9155065,28.0443486,9440.7870060,104.5194640
CT,Connecticut,2020-07-19,29,606,6,48,269,71581,22,102,-27,47893,4396,657131,10654,1343.3140165,123.3000317,18431.3633096,298.8258729
DC,Washington DC,2020-07-19,29,393,11,10,-9,20905,7,0,0,11261,578,147765,,,,,-999999.0000000
DE,Delaware,2020-07-19,29,686,-8,6,20,16642,23,0,0,13519,523,152995,,1388.3240703,53.7091123,15711.7124889,-999999.0000000
FL,Florida,2020-07-19,29,83058,28,701,40,456689,38,2628,14,350047,5091,3002641,21309,1629.8132340,23.7036146,13980.2484778,99.2143632
GA,Georgia,2020-07-19,29,25471,20,172,23,166933,20,1756,20,143123,3173,1255319,15010,1348.0012994,29.8848412,11823.1985294,141.3714043
GU,Guam,2020-07-19,29,3,-87,0,0,1274,-37,0,0,315,5,18253,,,,,-999999.0000000
HI,Hawaii,2020-07-19,29,176,-3,4,0,14461,30,14,100,1354,24,125235,140,95.6301135,1.6950685,8845.0792162,9.8878995
IA,Iowa,2020-07-19,29,3260,-9,39,44,35368,-10,0,0,38723,794,415491,,1227.3261766,25.1658442,13168.9946657,-999999.0000000
ID,Idaho,2020-07-19,29,3824,30,17,112,19996,-5,121,28,14302,119,145303,583,800.3066481,6.6589632,8130.8178494,32.6233237
IL,Illinois,2020-07-19,29,7691,20,114,-21,268353,28,0,0,162750,7488,2245686,,1284.3457937,59.0917438,17721.8885904,-999999.0000000
IN,Indiana,2020-07-19,29,4575,25,64,-7,91963,29,403,66,56571,2822,828193,7895,840.3024322,41.9178283,12301.9319484,117.2718832
KS,Kansas,2020-07-19,29,3354,24,15,114,31574,20,149,75,21965,299,249353,1453,753.9523718,10.2632260,8559.0842594,49.8744729
KY,Kentucky,2020-07-19,29,3063,11,45,21,52057,23,96,2,23161,670,491658,2880,518.4130531,14.9966213,11004.7892941,64.4630885
LA,Louisiana,2020-07-19,29,11787,-12,106,-15,119493,-14,0,0,91706,3543,1069304,,1972.6836681,76.2133147,23001.7505615,-999999.0000000
MA,Massachusetts,2020-07-19,29,1840,17,109,-21,115431,5,109,-21,113534,8431,1376714,11717,1633.6995610,121.3180281,19810.2511791,168.6019849
MD,Maryland,2020-07-19,29,4739,51,58,-21,128272,55,435,36,78131,3377,938311,11841,1292.3442855,55.8580672,15520.3550304,195.8588612
ME,Maine,2020-07-19,29,126,2,5,0,15039,7,7,-30,3687,117,137437,375,274.2870916,8.7039842,10224.3544917,27.8973852
MI,Michigan,2020-07-19,29,4968,31,51,-46,181956,26,0,0,81868,6366,1484459,,819.7574072,63.7437784,14864.1259207,-999999.0000000
MN,Minnesota,2020-07-19,29,3899,-1,41,20,93867,-3,236,3,46204,1581,853188,4627,819.2733143,28.0337440,15128.4339120,82.0443603
MO,Missouri,2020-07-19,29,5115,30,61,45,105865,-36,0,0,33094,1129,709043,,539.2161016,18.3953278,11552.7709653,-999999.0000000
MP,Northern Mariana Islands,2020-07-19,29,6,0,0,0,-64,-102,0,-100,37,2,10701,4,,,,
MS,Mississippi,2020-07-19,29,6427,35,116,-5,42942,75,232,2,42638,1355,378077,3727,1432.6567655,45.5286345,12703.5642369,125.2289452
MT,Montana,2020-07-19,29,794,55,8,33,18520,28,37,146,2533,37,133159,165,236.9996388,3.4618976,12458.9952263,15.4381920
NC,North Carolina,2020-07-19,29,14165,16,130,25,203085,28,0,0,99778,1634,1394864,,951.3463088,15.5795854,13299.5120939,-999999.0000000
ND,North Dakota,2020-07-19,29,660,42,4,0,26545,3,32,45,5013,82,250904,302,657.8204923,10.7602793,32924.3552362,39.6293215
NE,Nebraska,2020-07-19,29,1584,41,15,650,27297,67,61,12,22481,301,232401,1481,1162.1643418,15.5603161,12014.0632173,76.5608910
NH,New Hampshire,2020-07-19,29,174,29,5,-64,19238,16,85,431,6203,398,200204,673,456.1998837,29.2709260,14724.0112053,49.4958120
NJ,New Jersey,2020-07-19,29,1855,-3,147,-40,120166,-21,432,8,176783,15500,1791137,21064,1990.3086964,174.5065125,20165.4884662,237.1487212
NM,New Mexico,2020-07-19,29,1907,7,26,-7,48717,21,176,-7,16736,569,460664,2364,798.1575989,27.1362138,21969.5549804,112.7416685
NV,Nevada,2020-07-19,29,7639,45,54,-12,41304,3,0,0,35765,647,389788,,1161.1424876,21.0054296,12654.8135874,-999999.0000000
NY,New York,2020-07-19,29,5276,19,61,-21,458489,4,0,0,406807,25048,5115470,89995,2091.1698377,128.7579174,26295.8026040,462.6145311
OH,Ohio,2020-07-19,29,9608,19,96,-25,155401,15,743,12,74932,3174,1162914,9555,641.0416542,27.1535020,9948.7043485,81.7428202
OK,Oklahoma,2020-07-19,29,5277,27,30,30,55915,0,383,21,25265,451,475940,2388,638.4934335,11.3976069,12027.8869873,60.3491913
OR,Oregon,2020-07-19,29,2298,19,25,31,38610,3,147,32,14579,260,335590,1327,345.6592955,6.1644432,7956.6364617,31.4623695
PA,Pennsylvania,2020-07-19,29,5552,4,110,-25,100404,2,0,0,101027,7015,1027379,,789.1508109,54.7961727,8025.1514042,-999999.0000000
PR,Puerto Rico,2020-07-19,29,2087,32,11,-8,2087,-96,0,0,12063,178,267829,,,,,-999999.0000000
RI,Rhode Island,2020-07-19,29,481,110,14,-12,23538,0,37,15,17793,990,316540,2088,1679.5974177,93.4525624,29880.2768839,197.0999499
SC,South Carolina,2020-07-19,29,12913,14,184,33,73903,9,784,51,69986,1155,577386,4182,1359.2908831,22.4327861,11214.1789192,81.2241659
SD,South Dakota,2020-07-19,29,408,-4,7,-41,7641,32,33,-32,7906,118,98087,774,893.6776769,13.3384728,11087.5489878,87.4913385
TN,Tennessee,2020-07-19,29,15330,41,100,0,166538,29,456,36,78115,843,1197297,3681,1143.1729969,12.3368730,17521.8280699,53.8695488
TX,Texas,2020-07-19,29,67268,14,753,49,413061,15,0,0,325030,3958,2932364,,1120.9523173,13.6502147,10113.0363999,-999999.0000000
UT,Utah,2020-07-19,29,4477,3,31,0,50888,31,217,-6,34117,243,462822,2033,1064.1748894,7.5796377,14436.3088974,63.4131826
VA,Virginia,2020-07-19,29,6591,41,63,-44,99348,10,851,14,77430,2027,910003,11203,907.1504615,23.7478237,10661.3669304,131.2515384
VI,Virgin Islands,2020-07-19,29,116,107,0,0,2715,326,0,0,297,6,6884,,,,,-999999.0000000
VT,Vermont,2020-07-19,29,55,22,0,0,5414,-3,0,0,1350,56,82500,,216.3499677,8.9745172,13221.3869155,-999999.0000000
WA,Washington,2020-07-19,29,5541,1,10,-86,100200,8,322,61,50216,1444,923531,5033,659.4445910,18.9628403,12127.9576745,66.0941657
WI,Wisconsin,2020-07-19,29,6019,23,22,-12,83158,15,285,27,45948,851,776850,4107,789.1545014,14.6158806,13342.3581959,70.5375106
WV,West Virginia,2020-07-19,29,820,-12,5,400,21688,-3,0,0,5042,100,230988,,281.3385286,5.5798994,12888.8980647,-999999.0000000
WY,Wyoming,2020-07-19,29,269,15,3,200,4119,-10,19,375,2126,24,44053,143,367.3377001,4.1468038,7611.6310934,24.7080391
AK,Alaska,2020-07-26,30,709,-8,2,100,36703,46,0,0,3102,20,207264,,424.0340649,2.7339398,28332.3650630,-999999.0000000
AL,Alabama,2020-07-26,30,12896,-2,170,-1,66354,-7,1375,32,79294,1473,647743,9157,1617.1937220,30.0416974,13210.6579703,186.7561595
AR,Arkansas,2020-07-26,30,5487,10,41,2,48459,11,226,-36,38623,401,477267,2542,1279.8290159,13.2877155,15814.9329401,84.2328498
AS,American Samoa,2020-07-26,30,0,0,0,0,0,-100,0,0,0,0,1037,,,,,-999999.0000000
AZ,Arizona,2020-07-26,30,18776,-11,556,-3,85618,-3,1060,29,162014,3305,867103,7706,2225.8593101,45.4063539,11912.8549716,105.8703065
CA,California,2020-07-26,30,70037,11,742,14,880137,-1,0,0,453659,8416,7168139,,1148.1485109,21.2997381,18141.5735581,-999999.0000000
CO,Colorado,2020-07-26,30,3636,15,46,58,73449,17,233,79,43789,1661,624351,6261,760.3925584,28.8431350,10841.8062575,108.7217751
CT,Connecticut,2020-07-26,30,883,45,17,-64,83103,16,58,-43,48776,4413,713072,10712,1368.0806061,123.7768516,20000.4095042,300.4526704
DC,Washington DC,2020-07-26,30,523,33,3,-70,24054,15,0,0,11780,581,171598,,,,,-999999.0000000
DE,Delaware,2020-07-26,30,746,8,56,833,16165,-2,0,0,14290,579,169993,,1467.5013658,59.4599924,17457.3099848,-999999.0000000
FL,Florida,2020-07-26,30,76942,-7,892,27,404389,-11,3117,18,423855,5972,3386503,24421,1973.4621017,27.8055365,15767.5038110,113.7037855
GA,Georgia,2020-07-26,30,25316,0,327,90,176034,5,2068,17,167953,3498,1428945,17091,1581.8621901,32.9458476,13458.4917640,160.9712639
GU,Guam,2020-07-26,30,22,633,0,0,1779,39,0,0,337,5,20032,,,,,-999999.0000000
HI,Hawaii,2020-07-26,30,215,22,3,-25,14236,-1,17,21,1620,26,139350,161,114.4171225,1.8363242,9841.9913665,11.3710844
IA,Iowa,2020-07-26,30,3764,15,39,0,42534,20,0,0,42200,827,450599,,1337.5297537,26.2117798,14281.7433528,-999999.0000000
ID,Idaho,2020-07-26,30,3512,-8,26,52,20748,3,139,14,17827,146,165132,723,997.5574475,8.1698203,9240.4025595,40.4573980
IL,Illinois,2020-07-26,30,9340,21,106,-7,258392,-3,0,0,172666,7590,2512809,,1362.5981617,59.8966794,19829.8965871,-999999.0000000
IN,Indiana,2020-07-26,30,5866,28,75,17,96416,4,319,-20,62372,2903,924160,8401,926.4701579,43.1209977,13727.4203350,124.7879785
KS,Kansas,2020-07-26,30,3144,-6,27,80,28614,-9,143,-4,25109,326,277967,1596,861.8707081,11.1900056,9541.2646903,54.7829722
KY,Kentucky,2020-07-26,30,4580,49,29,-35,51064,-1,391,307,27079,700,540209,3266,606.1097130,15.6681118,12091.5071448,73.1029330
LA,Louisiana,2020-07-26,30,15144,28,206,94,155786,30,0,0,107574,3763,1233264,,2314.0195070,80.9457248,26528.6867949,-999999.0000000
MA,Massachusetts,2020-07-26,30,2030,10,91,-16,111946,-3,104,-4,115637,8529,1488394,11828,1663.9607178,122.7282009,21417.2725733,170.1992214
MD,Maryland,2020-07-26,30,5848,23,65,12,160363,25,400,-8,83748,3440,1091816,12283,1385.2536026,56.9001336,18059.4407908,203.1698667
ME,Maine,2020-07-26,30,144,14,2,-60,18444,22,4,-42,3814,119,155318,381,283.7350061,8.8527702,11554.5762127,28.3437434
MI,Michigan,2020-07-26,30,3734,-24,36,-29,158568,-12,0,0,86661,6400,1670744,,867.7504845,64.0842259,16729.4274865,-999999.0000000
MN,Minnesota,2020-07-26,30,4821,23,33,-19,104734,11,287,21,51153,1614,957374,4920,907.0272670,28.6188886,16975.8239545,87.2397348
MO,Missouri,2020-07-26,30,8461,65,52,-14,99675,-5,0,0,41927,1197,806753,,683.1363236,19.5032838,13144.8059350,-999999.0000000
MP,Northern Mariana Islands,2020-07-26,30,2,-66,0,0,638,-1096,0,0,40,2,11340,4,,,,
MS,Mississippi,2020-07-26,30,9251,43,134,15,44601,3,255,9,52304,1495,423093,3982,1757.4388917,50.2327000,14216.1229159,133.7970646
MT,Montana,2020-07-26,30,789,0,9,12,19136,3,31,-16,3342,46,152315,199,312.6935622,4.3039808,14251.3225385,18.6193952
NC,North Carolina,2020-07-26,30,13134,-7,149,14,199899,-1,0,0,112713,1785,1613385,,1074.6767474,17.0193145,15383.0289689,-999999.0000000
ND,North Dakota,2020-07-26,30,829,25,9,125,31057,16,33,3,5869,91,281073,333,770.1473108,11.9412856,36883.2194756,43.6972320
NE,Nebraska,2020-07-26,30,1813,14,15,0,21454,-21,68,11,24395,316,255464,1567,1261.1093420,16.3357472,13206.3142832,81.0066956
NH,New Hampshire,2020-07-26,30,250,43,14,180,21125,9,16,-81,6436,409,220316,688,473.3358780,30.0799214,16203.1490515,50.5989876
NJ,New Jersey,2020-07-26,30,2044,10,135,-8,106707,-11,250,-42,179363,15639,1953289,21314,2019.3555869,176.0714418,21991.0742733,239.9633424
NM,New Mexico,2020-07-26,30,2019,5,36,38,52879,8,188,6,18788,607,512425,2542,896.0196563,28.9484741,24438.0919951,121.2306774
NV,Nevada,2020-07-26,30,7339,-3,86,59,47984,16,0,0,42834,734,438922,,1390.6438505,23.8299619,14249.9925328,-999999.0000000
NY,New York,2020-07-26,30,4895,-7,68,11,447045,-2,0,0,411736,25106,5569879,89995,2116.5071012,129.0560633,28631.6680016,462.6145311
OH,Ohio,2020-07-26,30,9362,-2,165,71,155386,0,632,-14,84073,3307,1326431,10199,719.2427133,28.2913141,11347.5887793,87.2522264
OK,Oklahoma,2020-07-26,30,5025,-4,45,50,89978,60,393,2,31285,496,566913,2835,790.6300046,12.5348404,14326.9435131,71.6457108
OR,Oregon,2020-07-26,30,2343,1,29,16,43217,11,147,0,16758,289,378475,1474,397.3220711,6.8520157,8973.4139421,34.9476508
PA,Pennsylvania,2020-07-26,30,6384,14,107,-2,110603,10,0,0,107425,7118,1136201,,839.1274200,55.6007352,8875.1911910,-999999.0000000
PR,Puerto Rico,2020-07-26,30,3087,47,23,109,53293,2453,0,0,15143,201,321115,,,,,-999999.0000000
RI,Rhode Island,2020-07-26,30,431,-10,12,-14,26736,13,58,56,18224,1002,344434,2146,1720.2823211,94.5853208,32513.3736281,202.5749485
SC,South Carolina,2020-07-26,30,12396,-4,330,79,76497,3,645,-17,81199,1491,647813,4827,1577.0734207,28.9586875,12582.0350480,93.7515659
SD,South Dakota,2020-07-26,30,443,8,6,-14,8666,13,27,-18,8395,123,106926,801,948.9532125,13.9036623,12086.6910301,90.5433619
TN,Tennessee,2020-07-26,30,14460,-5,126,26,158722,-4,547,19,93936,967,1382852,4244,1374.7052248,14.1515495,20237.3304119,62.1087653
TX,Texas,2020-07-26,30,58116,-13,1020,35,463357,12,0,0,381656,5038,3369975,,1316.2421242,17.3748816,11622.2542091,-999999.0000000
UT,Utah,2020-07-26,30,4291,-4,31,0,43899,-13,199,-8,37973,274,505351,2234,1184.4509504,8.5465873,15762.8702559,69.6827594
VA,Virginia,2020-07-26,30,7236,9,50,-20,110050,10,859,0,84567,2078,1025066,12056,990.7657636,24.3453269,12009.4161820,141.2450725
VI,Virgin Islands,2020-07-26,30,69,-40,1,0,1731,-36,0,0,361,7,8352,,,,,-999999.0000000
VT,Vermont,2020-07-26,30,58,5,0,0,8370,54,0,0,1400,56,89809,,224.3629295,8.9745172,14392.7216666,-999999.0000000
WA,Washington,2020-07-26,30,5570,0,61,510,94959,-5,317,-1,55773,1494,1018223,5341,732.4200091,19.6194484,13371.4682531,70.1388713
WI,Wisconsin,2020-07-26,30,6616,9,48,118,91501,10,286,0,52680,899,870229,4394,904.7762499,15.4402781,14946.1376462,75.4667206
WV,West Virginia,2020-07-26,30,927,13,3,-40,31403,44,0,0,5960,103,261726,,332.5620052,5.7472964,14604.0475474,-999999.0000000
WY,Wyoming,2020-07-26,30,338,25,1,-66,4234,2,16,-15,2475,25,48298,158,427.6391382,4.3195873,8345.0970093,27.2997915
AK,Alaska,2020-08-02,31,959,35,4,100,33567,-8,0,0,3984,24,243090,,544.6008106,3.2807278,33229.6714488,-999999.0000000
AL,Alabama,2020-08-02,31,11219,-13,147,-13,55007,-17,1364,0,91444,1627,703437,10521,1864.9918369,33.1825130,14346.5318971,214.5748121
AR,Arkansas,2020-08-02,31,5924,7,66,60,53117,9,491,117,43173,458,514581,2894,1430.5998525,15.1764930,17051.3863461,95.8968794
AS,American Samoa,2020-08-02,31,0,0,0,0,230,0,0,0,0,0,1267,,,,,-999999.0000000
AZ,Arizona,2020-08-02,31,16961,-9,461,-17,91041,6,3719,250,178467,3765,956428,11371,2451.9018942,51.7261490,13140.0630084,156.2225870
CA,California,2020-08-02,31,54730,-21,887,19,839232,-4,0,0,509162,9356,8035975,,1288.6189674,23.6787487,20337.9470702,-999999.0000000
