state,Pop,StateName,date,PositiveIncrease,PosIncAvg,DeathIncrease,DeathIncAvg,TotalTestResultsIncrease,TestIncAvg,HospitalizedIncrease,HospIncAvg
MD,6045680,Maryland,2020-04-02,346,13.3318336,12,.2977333,2536,49.3410171,60,.4962221
ME,1344212,Maine,2020-04-02,32,52.7446563,0,1.1158954,32,187.4704288,5,2.3061838
MI,9986857,Michigan,2020-04-02,1130,8.0405677,125,.3104080,4622,27.9867830,0,.3104080
MN,5639632,Minnesota,2020-04-02,83,14.2562493,1,.5496813,1983,52.7516689,16,.5319496
MO,6137428,Missouri,2020-04-02,253,13.4909933,1,.5050976,2459,53.4099952,0,.4888041
MS,2976149,Mississippi,2020-04-02,104,9.3409302,4,.6720094,1145,61.3880555,28,.5040070
MT,1068778,Montana,2020-04-02,19,21.6134688,0,1.6841664,402,142.4056259,3,.6549536
NC,10488084,North Carolina,2020-04-02,273,2.5362116,6,.1811580,2436,17.7916195,0,.0572078
ND,762062,North Dakota,2020-04-02,20,14.0408523,0,.1312229,649,170.3273487,5,.9185604
NE,1934408,Nebraska,2020-04-02,36,5.2212356,1,.0516954,539,56.4513794,0,.2584770
NH,1359711,New Hampshire,2020-04-02,0,4.7068826,0,.0735450,577,60.5275680,2,.3677252
NJ,8882190,New Jersey,2020-04-02,3335,6.0908402,205,.3377545,6468,19.6460558,0,.0562924
NM,2096829,New Mexico,2020-04-02,48,25.4193356,1,1.4307318,771,80.6455844,0,.0476911
NV,3080156,Nevada,2020-04-02,179,18.0185679,6,1.0064425,1248,58.8281892,0,.0324659
NY,19453561,New York,2020-04-02,8669,9.0214845,432,.4729211,18085,20.8085296,2857,2.1024428
OH,11689100,Ohio,2020-04-02,355,15.4246264,16,.8041680,5379,40.4051638,123,3.6444209
OK,3956971,Oklahoma,2020-04-02,160,45.9947773,4,2.3755544,177,118.0701097,38,10.8921698
OR,4217737,Oregon,2020-04-02,90,43.4593243,3,2.2523927,2213,116.2945912,34,10.3372970
PA,12801989,Pennsylvania,2020-04-02,1211,11.9512679,16,.5311675,6482,38.3299814,110,3.5228901
RI,1059361,Rhode Island,2020-04-02,62,142.6331534,2,6.3245674,797,449.7994546,0,42.5728340
SC,5148714,South Carolina,2020-04-02,261,6.0014986,5,.1165340,669,44.2246355,139,1.2236065
SD,884659,South Dakota,2020-04-02,36,29.8420069,0,.4521516,350,176.2260939,5,5.1997436
TN,6833174,Tennessee,2020-04-02,162,3.8635047,8,.0731724,2159,26.9567261,63,.7317244
TX,28995881,Texas,2020-04-02,672,1.1967217,12,.0206926,2822,6.6526690,0,.1551945
UT,3205958,Utah,2020-04-02,62,5.7081222,0,.1247677,62,31.5662276,9,.9357577
VA,8535519,Virginia,2020-04-02,222,2.4720231,7,.0468630,2392,15.4765047,0,.3514725
VT,623989,Vermont,2020-04-02,31,27.0838108,1,.6410369,253,184.6186391,0,1.7628516
WA,7614893,Washington,2020-04-02,397,2.9022076,28,.1050573,5171,24.1631760,0,.1313216
WI,5822434,Wisconsin,2020-04-02,219,3.9330630,7,.1202246,1717,30.5198822,63,.1717495
WV,1792147,West Virginia,2020-04-02,26,7.6444622,1,.3347940,918,83.9774862,0,.5579899
WY,578759,Wyoming,2020-04-02,20,22.6346372,0,1.0367009,241,264.5315235,1,1.5550514
AK,731545,Alaska,2020-04-03,14,13.8063961,0,.6834850,994,181.9436945,6,1.3669699
AL,4903185,Alabama,2020-04-03,199,2.6309429,3,.1019745,883,29.6337993,0,.2039491
AR,3017825,Arkansas,2020-04-03,61,4.4071475,0,.1656822,1176,52.5212695,5,.3313645
AZ,7278717,Arizona,2020-04-03,171,.9617079,9,.0137387,1964,12.1175202,51,.1236482
CA,39512223,California,2020-04-03,1510,.7137032,34,.0151852,2300,2.7308005,0,.0227778
CO,5758736,Colorado,2020-04-03,386,5.7998839,17,.1562843,1589,22.0881805,90,.3646634
CT,3565287,Connecticut,2020-04-03,1090,13.6875376,19,.3085306,1715,38.5663202,0,.5609647
DC,705749,District of Columbia,2020-04-03,104,67.1626882,3,1.5586278,514,187.3187210,0,2.8338687
DE,973764,Delaware,2020-04-03,57,50.1148122,1,1.2323314,486,133.1944907,0,2.0538857
FL,21477737,Florida,2020-04-03,1575,3.2079730,35,.0744957,14426,14.3264628,164,.1676154
GA,10617423,Georgia,2020-04-03,483,5.1048169,21,.1318587,2308,28.9900854,102,.4709241
HI,1415872,Hawaii,2020-04-03,27,23.7309587,1,.6356507,917,193.5203182,0,2.6838584
IA,3155070,Iowa,2020-04-03,85,10.5544409,0,.2535601,785,88.0804546,18,1.2678007
ID,1787065,Idaho,2020-04-03,222,19.5851858,0,.4476614,663,156.6814861,7,2.2942646
IL,12671821,Illinois,2020-04-03,1209,4.0562442,53,.1183729,4392,26.4997430,0,.3235526
IN,6732219,Indiana,2020-04-03,398,5.1394644,24,.2079552,2862,25.3408274,0,.2673710
KS,2913314,Kansas,2020-04-03,68,9.8513240,4,.3775769,463,49.5312211,13,.1716259
KY,4467673,Kentucky,2020-04-03,90,6.6925220,11,.2909792,4904,47.8996560,0,.1119151
LA,4648794,Louisiana,2020-04-03,1147,9.8735285,60,.4517301,2559,51.0885189,0,.1075548
MA,6949503,Massachusetts,2020-04-03,1436,9.3819659,36,.3741275,6567,46.0608478,153,.3453484
MD,6045680,Maryland,2020-04-03,427,11.2807823,20,.4796814,3036,58.5542073,82,.5789258
ME,1344212,Maine,2020-04-03,56,38.4611951,2,1.6366466,56,217.3020327,7,2.6781490
MI,9986857,Michigan,2020-04-03,1203,6.3283173,117,.3504606,4820,32.0421129,0,.3604738
MN,5639632,Minnesota,2020-04-03,63,11.1886733,4,.6206079,1346,58.9754793,18,.6560712
MO,6137428,Missouri,2020-04-03,279,10.7211034,0,.5539780,2295,48.1309109,0,.6028584
MS,2976149,Mississippi,2020-04-03,181,10.5841475,3,.6720094,181,56.3143848,60,.7728108
MT,1068778,Montana,2020-04-03,16,23.9525888,0,1.6841664,256,119.6693794,4,1.1227776
NC,10488084,North Carolina,2020-04-03,236,2.6887657,3,.1716233,2919,16.0944554,0,.1048809
ND,762062,North Dakota,2020-04-03,14,14.6969669,0,.1312229,535,141.1958607,1,1.4434521
NE,1934408,Nebraska,2020-04-03,33,5.5831035,1,.0516954,542,49.6792817,0,.4652586
NH,1359711,New Hampshire,2020-04-03,64,5.6629681,1,.0735450,480,51.5550731,15,.8089954
NJ,8882190,New Jersey,2020-04-03,4305,7.7908714,136,.2251697,8393,21.3911209,0,.1238433
NM,2096829,New Mexico,2020-04-03,40,32.0483931,1,.9538212,767,94.6190653,0,.0953821
NV,3080156,Nevada,2020-04-03,56,22.0118721,8,.6817836,486,65.4836963,0,.0649318
NY,19453561,New York,2020-04-03,10482,11.0108376,562,.5191852,21555,24.0521517,3424,2.5239595
OH,11689100,Ohio,2020-04-03,410,18.8038429,10,.8726078,3457,43.6047258,93,4.3117092
OK,3956971,Oklahoma,2020-04-03,109,55.8255292,4,2.6030011,159,127.4206963,32,12.8633745
OR,4217737,Oregon,2020-04-03,73,52.3977669,1,2.4420679,1349,122.4827437,16,12.0680830
PA,12801989,Pennsylvania,2020-04-03,1404,14.0290700,12,.6639593,7401,39.2439019,122,4.1087365
RI,1059361,Rhode Island,2020-04-03,101,170.3857325,2,7.9293083,529,471.3218629,0,49.6525736
SC,5148714,South Carolina,2020-04-03,0,5.9820763,0,.0776893,0,37.1743313,0,.7186260
SD,884659,South Dakota,2020-04-03,22,28.5985900,0,.3391137,398,166.9569857,0,2.7129097
TN,6833174,Tennessee,2020-04-03,222,3.9366772,5,.0439035,3228,28.0396782,30,.3512277
TX,28995881,Texas,2020-04-03,661,1.2174143,20,.0206926,5085,8.4460272,0,.0724241
UT,3205958,Utah,2020-04-03,172,5.5209706,0,.1247677,3019,56.8628784,6,.1559596
VA,8535519,Virginia,2020-04-03,306,2.4837388,5,.0468630,1964,23.7946866,7,.0702945
VT,623989,Vermont,2020-04-03,70,33.3339210,0,.6410369,551,326.2878032,0,.9615554
WA,7614893,Washington,2020-04-03,415,3.4668905,28,.1050573,5053,35.4699666,0,.0787930
WI,5822434,Wisconsin,2020-04-03,223,4.5341862,6,.1373996,2283,44.0709160,26,.0858747
WV,1792147,West Virginia,2020-04-03,20,9.6532260,0,.2789950,874,109.5892245,0,.2789950
WY,578759,Wyoming,2020-04-03,12,25.9175235,0,.8639175,277,271.7884301,2,.8639175
AK,731545,Alaska,2020-04-04,14,14.7632750,2,.6834850,24,177.1592998,1,.5467880
AL,4903185,Alabama,2020-04-04,148,2.6105480,8,.1223694,1234,29.9805127,212,.6934268
AR,3017825,Arkansas,2020-04-04,39,4.1089195,2,.1988187,671,49.3070340,1,1.1266392
AZ,7278717,Arizona,2020-04-04,250,.9479693,11,.0412161,2487,10.9222546,44,.5083313
CA,39512223,California,2020-04-04,1325,.6453699,39,.0202469,78400,30.0413368,0,.0936419
CO,5758736,Colorado,2020-04-04,445,5.5046802,14,.1736492,1816,209.9419039,113,.9203409
CT,3565287,Connecticut,2020-04-04,362,10.2937015,34,.4207235,2014,347.0688334,0,1.4585081
DC,705749,District of Columbia,2020-04-04,145,51.8597972,6,2.1254015,854,1745.6631182,0,3.1172556
DE,973764,Delaware,2020-04-04,143,41.2831035,0,1.5404143,1022,1282.8570372,0,2.2592743
FL,21477737,Florida,2020-04-04,1526,2.7190947,28,.0838077,10345,63.3912223,175,.1908953
GA,10617423,Georgia,2020-04-04,329,4.1629687,17,.1412772,1029,24.1301491,81,.4897610
HI,1415872,Hawaii,2020-04-04,34,23.5190752,1,.5650228,915,151.7086290,3,2.6132306
IA,3155070,Iowa,2020-04-04,87,10.2691858,3,.2218651,787,67.7956432,15,1.2361057
ID,1787065,Idaho,2020-04-04,122,17.9624132,1,.3917037,925,120.2530406,6,2.2383069
IL,12671821,Illinois,2020-04-04,1453,4.0088950,33,.0868068,5533,22.0410310,0,.3156610
IN,6732219,Indiana,2020-04-04,516,5.4068354,14,.1336855,3009,25.9201312,0,.2228092
KS,2913314,Kansas,2020-04-04,78,11.2586559,4,.2746014,504,57.3230349,21,.2059510
KY,4467673,Kentucky,2020-04-04,61,7.4983106,6,.1790641,2768,46.1761637,0,.1342981
LA,4648794,Louisiana,2020-04-04,2199,13.8745662,39,.3011534,4853,56.4662577,0,.1290657
MA,6949503,Massachusetts,2020-04-04,1334,11.8425735,39,.2734008,4744,45.9025631,404,.8777606
MD,6045680,Maryland,2020-04-04,367,14.1919519,17,.3473555,2629,56.8008892,157,1.3728811
ME,1344212,Maine,2020-04-04,24,48.6530398,1,1.2646815,24,196.9183432,8,6.2490143
MI,9986857,Michigan,2020-04-04,1002,7.2395149,112,.3104080,5147,29.5588492,0,.8411055
MN,5639632,Minnesota,2020-04-04,39,12.7313272,2,.5319496,1663,55.2872953,24,1.4894589
MO,6137428,Missouri,2020-04-04,178,11.9594071,5,.4888041,2167,49.4018015,0,1.3686515
MS,2976149,Mississippi,2020-04-04,97,8.1649138,6,.6720094,477,58.0952096,16,.9744136
MT,1068778,Montana,2020-04-04,22,18.1515712,0,1.6841664,601,134.6397474,0,.5613888
NC,10488084,North Carolina,2020-04-04,309,2.2406380,5,.1716233,7175,23.4647243,0,.0476731
ND,762062,North Dakota,2020-04-04,13,12.3349544,0,.2624458,496,235.8075852,1,.6561146
NE,1934408,Nebraska,2020-04-04,42,4.8593678,0,.1033908,613,85.1423278,0,.1033908
NH,1359711,New Hampshire,2020-04-04,61,5.6629681,2,.0735450,536,103.9926867,7,.2206351
NJ,8882190,New Jersey,2020-04-04,4229,7.6670281,242,.4053054,7853,28.5402587,0,.0337755
NM,2096829,New Mexico,2020-04-04,92,32.4776126,3,1.7168782,854,123.4721572,0,.0476911
NV,3080156,Nevada,2020-04-04,228,23.0507805,11,1.2012379,1631,88.8266698,0,.0324659
NY,19453561,New York,2020-04-04,10841,11.3860902,630,.6476963,23101,25.7639205,3261,2.4005888
OH,11689100,Ohio,2020-04-04,427,19.4540213,11,1.0950373,3496,46.5390834,111,4.1234997
OK,3956971,Oklahoma,2020-04-04,171,57.9230932,4,3.2600694,218,136.0636709,27,12.2821219
OR,4217737,Oregon,2020-04-04,100,54.4841938,4,3.0585122,100,126.1577002,35,11.6176044
PA,12801989,Pennsylvania,2020-04-04,1597,15.0132921,34,.7733173,7915,41.6341554,152,3.9993785
RI,1059361,Rhode Island,2020-04-04,137,179.9197818,3,9.2508597,882,490.0123754,0,48.3310222
SC,5148714,South Carolina,2020-04-04,363,7.9437312,9,.1748009,11319,68.1335184,0,.8934270
SD,884659,South Dakota,2020-04-04,25,39.7893426,0,.9043032,444,347.2524442,2,3.3911372
TN,6833174,Tennessee,2020-04-04,254,5.3269535,6,.1170759,3552,51.9231619,18,.4244001
TX,28995881,Texas,2020-04-04,780,1.5898810,15,.0344877,7987,16.1229797,0,.0827704
UT,3205958,Utah,2020-04-04,182,8.0787085,1,.1559596,3795,127.4813956,11,.1247677
VA,8535519,Virginia,2020-04-04,395,3.5733035,6,.0585787,2709,51.3618445,78,.1757362
VT,623989,Vermont,2020-04-04,52,38.6224757,3,.6410369,429,433.6614908,0,2.4038885
WA,7614893,Washington,2020-04-04,207,3.5062870,27,.1050573,2699,39.7773153,0,.1969824
WI,5822434,Wisconsin,2020-04-04,213,4.4826614,19,.1717495,1695,47.4543808,101,.4637236
WV,1792147,West Virginia,2020-04-04,45,8.7046431,0,.4463920,1319,101.0519784,-1,1.5065728
WY,578759,Wyoming,2020-04-04,25,23.1529877,0,1.2094844,266,225.8280217,2,4.3195873
AK,731545,Alaska,2020-04-05,14,10.7990623,1,.9568789,244,130.4089290,4,2.0504549
AL,4903185,Alabama,2020-04-05,216,2.2434397,2,.1427643,2225,25.8607415,19,.3467134
AR,3017825,Arkansas,2020-04-05,87,3.8106915,2,.2319551,872,44.1046118,24,.6958654
AZ,7278717,Arizona,2020-04-05,250,1.2502203,12,.0274774,250,10.1528882,49,.1786029
CA,39512223,California,2020-04-05,1412,.7238266,43,.0202469,2833,2.4169736,0,.0354321
CO,5758736,Colorado,2020-04-05,392,5.8693436,15,.1736492,1968,20.8031763,52,.3646634
CT,3565287,Connecticut,2020-04-05,399,11.0229555,24,.3926753,1241,37.6126803,0,.5609647
DC,705749,District of Columbia,2020-04-05,96,53.2767315,1,1.8420147,396,153.0289097,0,2.4087884
DE,973764,Delaware,2020-04-05,80,39.9480778,2,1.4377200,527,111.6286903,0,1.4377200
FL,21477737,Florida,2020-04-05,1040,2.3373040,27,.0744957,11337,12.4361333,110,.1070876
GA,10617423,Georgia,2020-04-05,487,3.4848381,10,.1036033,1538,23.4143445,44,.2731360
HI,1415872,Hawaii,2020-04-05,32,18.6457533,1,.4237671,760,151.2848619,1,1.5538128
IA,3155070,Iowa,2020-04-05,82,8.3040947,8,.2218651,601,68.8098838,12,.7289854
ID,1787065,Idaho,2020-04-05,64,14.3811221,0,.3357460,1391,129.4300991,4,1.3429842
IL,12671821,Illinois,2020-04-05,899,2.9514306,31,.0868068,5402,23.7456006,0,.1893966
IN,6732219,Indiana,2020-04-05,458,4.3224975,11,.1188315,1789,24.4347369,0,.1188315
KS,2913314,Kansas,2020-04-05,49,7.8604641,1,.2402762,645,52.1056089,11,.1373007
KY,4467673,Kentucky,2020-04-05,86,5.3271580,3,.1566811,1091,37.3348721,0,.0895321
LA,4648794,Louisiana,2020-04-05,514,6.6038633,68,.3656862,1827,39.1499387,0,.0645329
MA,6949503,Massachusetts,2020-04-05,765,5.8277549,66,.3597380,4102,33.3980718,262,.5611912
MD,6045680,Maryland,2020-04-05,484,7.6914425,21,.4631406,3401,43.1382409,115,.9097405
ME,1344212,Maine,2020-04-05,14,25.1448432,0,1.7854327,14,136.7343842,3,4.0916165
MI,9986857,Michigan,2020-04-05,877,3.9852378,120,.3905133,3826,21.3180183,0,.5507238
MN,5639632,Minnesota,2020-04-05,59,7.0749297,5,.7092661,1462,39.8252936,22,1.0107042
MO,6137428,Missouri,2020-04-05,76,6.4848011,10,.6680323,1974,38.6481112,0,.9287278
MS,2976149,Mississippi,2020-04-05,183,8.0977128,8,.7728108,630,54.2647562,39,.8400117
MT,1068778,Montana,2020-04-05,21,16.3738400,1,1.8712960,426,111.3421122,0,.8420832
NC,10488084,North Carolina,2020-04-05,183,1.8973914,7,.2002272,1272,13.0624431,0,.0762770
ND,762062,North Dakota,2020-04-05,21,10.1041648,0,.5248917,440,116.2635061,1,1.0497834
NE,1934408,Nebraska,2020-04-05,42,3.8771552,2,.2067816,542,38.9783334,0,.2584770
NH,1359711,New Hampshire,2020-04-05,81,5.5158780,2,.1470901,479,39.7878667,6,.4412702
NJ,8882190,New Jersey,2020-04-05,3381,6.2822344,126,.2251697,6810,17.0453458,0,.0675509
NM,2096829,New Mexico,2020-04-05,48,25.7054819,1,.9061302,1196,76.0672425,0,.0476911
NV,3080156,Nevada,2020-04-05,94,17.8562385,6,.6493178,668,52.8869317,0,.0324659
NY,19453561,New York,2020-04-05,8327,8.8055858,594,.5346065,18659,21.1426587,2822,2.0767406
OH,11689100,Ohio,2020-04-05,304,14.9968774,17,.9068277,1885,36.9489524,98,3.5759810
OK,3956971,Oklahoma,2020-04-05,93,44.5037378,4,2.7040886,132,107.6833770,14,10.6141794
OR,4217737,Oregon,2020-04-05,69,41.7048289,1,2.5369055,3090,109.8693446,19,9.9816560
PA,12801989,Pennsylvania,2020-04-05,1493,11.6310052,14,.7108270,7741,37.2364013,68,3.3666644
RI,1059361,Rhode Island,2020-04-05,182,141.4059985,8,8.5900840,803,442.2477324,0,40.6849034
SC,5148714,South Carolina,2020-04-05,132,6.3705228,4,.1359563,662,41.0587964,0,.5438251
SD,884659,South Dakota,2020-04-05,28,32.5549166,0,.4521516,369,214.5459437,3,1.5825307
TN,6833174,Tennessee,2020-04-05,312,4.6684015,1,.0585380,3909,35.6642462,17,.2195173
TX,28995881,Texas,2020-04-05,702,1.4139939,22,.0241414,7187,10.4256187,0,.0413852
UT,3205958,Utah,2020-04-05,177,6.9246072,0,.1559596,2849,72.4900326,7,.0935758
VA,8535519,Virginia,2020-04-05,230,2.9406531,-1,.0468630,2193,30.0743282,41,.1054417
VT,623989,Vermont,2020-04-05,31,33.8146987,2,.4807777,619,392.6351266,0,1.4423331
WA,7614893,Washington,2020-04-05,171,3.0466613,21,.0787930,2096,35.4043057,0,.1181894
WI,5822434,Wisconsin,2020-04-05,167,3.6239140,12,.1373996,1477,40.3439524,36,.2060994
WV,1792147,West Virginia,2020-04-05,42,6.5284823,1,.2789950,1152,82.9731043,0,.6695879
WY,578759,Wyoming,2020-04-05,10,16.0688646,0,.8639175,105,189.1979218,0,1.9006184
AK,731545,Alaska,2020-04-06,6,8.3385164,0,.6834850,599,118.5162909,3,.6834850
AL,4903185,Alabama,2020-04-06,172,1.7335671,5,.1019745,1687,22.5363718,9,.1223694
AR,3017825,Arkansas,2020-04-06,45,2.8828709,0,.1656822,1603,41.2548773,7,.2319551
AZ,7278717,Arizona,2020-04-06,187,.9067532,1,.0137387,5124,20.1546509,59,.1511255
CA,39512223,California,2020-04-06,898,.4758021,24,.0101234,898,3.6191332,0,.0278395
CO,5758736,Colorado,2020-04-06,385,4.1849461,14,.1041895,2120,29.8329356,49,.3125686
CT,3565287,Connecticut,2020-04-06,1231,11.6680649,17,.2243859,3416,59.4903019,0,.4768200
DC,705749,District of Columbia,2020-04-06,99,57.5275346,2,1.1335475,619,278.8526799,0,2.2670950
DE,973764,Delaware,2020-04-06,0,42.5154350,5,.9242486,0,187.7251572,0,1.5404143
FL,21477737,Florida,2020-04-06,1173,2.5840711,18,.0512158,9870,11.6678959,110,.1024316
GA,10617423,Georgia,2020-04-06,667,4.9164472,18,.0941848,3442,27.0216229,49,.2731360
HI,1415872,Hawaii,2020-04-06,20,20.7645889,0,.4237671,450,151.4261176,2,1.6244406
IA,3155070,Iowa,2020-04-06,78,9.2232502,3,.1901701,758,68.5880186,14,.7923754
ID,1787065,Idaho,2020-04-06,24,15.6681486,0,.3357460,734,122.0436862,11,1.4548995
IL,12671821,Illinois,2020-04-06,1006,3.3460069,33,.0789153,3959,21.6701293,0,.2051797
IN,6732219,Indiana,2020-04-06,533,4.9315092,12,.1336855,1231,22.4591624,0,.1485394
KS,2913314,Kansas,2020-04-06,98,8.6156178,3,.2402762,861,39.2336700,15,.2059510
KY,4467673,Kentucky,2020-04-06,38,5.7300523,5,.1790641,2104,32.2763103,0,.1342981
LA,4648794,Louisiana,2020-04-06,1857,11.1641858,35,.2796424,8841,56.8104330,0,.1075548
MA,6949503,Massachusetts,2020-04-06,1337,10.0582732,78,.3309589,7580,52.0181083,35,.1151161
MD,6045680,Maryland,2020-04-06,436,12.5213376,16,.4300591,2633,64.2938429,123,.3969777
ME,1344212,Maine,2020-04-06,29,45.9748909,0,1.5622536,29,247.3568157,6,1.8598257
MI,9986857,Michigan,2020-04-06,1327,7.3196202,141,.3905133,4435,37.8797854,0,.2503290
MN,5639632,Minnesota,2020-04-06,113,12.9973020,1,.6915345,1178,67.8767693,21,.4610230
MO,6137428,Missouri,2020-04-06,355,12.6926133,5,.6354453,1103,60.0414376,0,.4236302
MS,2976149,Mississippi,2020-04-06,100,11.3233578,8,.8064112,13152,108.1263068,0,.7056098
MT,1068778,Montana,2020-04-06,13,25.8238848,0,2.0584256,187,268.4374117,0,.2806944
NC,10488084,North Carolina,2020-04-06,285,2.9843392,2,.2097619,681,28.2415740,0,.0286039
ND,762062,North Dakota,2020-04-06,18,16.5340878,0,.2624458,357,312.1793240,1,.3936688
NE,1934408,Nebraska,2020-04-06,46,5.9966667,0,.1033908,866,120.7087646,0,.0000000
NH,1359711,New Hampshire,2020-04-06,48,5.2952429,0,.0735450,336,163.6377142,6,.0735450
NJ,8882190,New Jersey,2020-04-06,3585,6.5862135,150,.2476867,6866,36.0947019,0,.0112585
NM,2096829,New Mexico,2020-04-06,81,27.7561976,1,1.0015123,2308,79.0240883,0,.0476911
NV,3080156,Nevada,2020-04-06,117,19.3821352,3,.7142495,798,56.6205088,0,.0324659
NY,19453561,New York,2020-04-06,8658,9.2168215,599,.5500278,18531,22.0730796,2084,1.5318532
OH,11689100,Ohio,2020-04-06,407,15.8096004,23,.9410476,4622,41.9450599,110,2.6862633
OK,3956971,Oklahoma,2020-04-06,75,46.8287486,5,2.8051760,96,121.1280042,10,7.9606345
OR,4217737,Oregon,2020-04-06,64,43.9809310,0,2.6317430,1177,116.5079757,0,7.4447506
PA,12801989,Pennsylvania,2020-04-06,1470,12.1309275,12,.7108270,6083,37.5097963,73,2.5386680
RI,1059361,Rhode Island,2020-04-06,206,147.1641867,2,8.5900840,1343,434.8848032,0,30.6788715
SC,5148714,South Carolina,2020-04-06,0,6.2539889,0,.1165340,0,38.0483360,0,.5244028
SD,884659,South Dakota,2020-04-06,48,30.6332723,2,.3391137,427,153.7315508,1,1.3564549
TN,6833174,Tennessee,2020-04-06,169,4.1708290,21,.0731724,2050,23.9859251,24,.2048828
TX,28995881,Texas,2020-04-06,464,1.1794779,13,.0241414,14419,12.1775917,0,.0482827
UT,3205958,Utah,2020-04-06,70,4.4292533,5,.1871515,2502,94.1684202,14,.1559596
VA,8535519,Virginia,2020-04-06,241,2.0033931,3,.0702945,3809,41.0871325,66,.1757362
VT,623989,Vermont,2020-04-06,32,23.3978484,1,.9615554,363,539.9133639,0,2.4038885
WA,7614893,Washington,2020-04-06,394,2.5607714,21,.1181894,5383,53.5398199,0,.1838503
WI,5822434,Wisconsin,2020-04-06,223,3.4865144,9,.1202246,1628,68.9917653,44,.2919741
WV,1792147,West Virginia,2020-04-06,21,7.8118592,1,.2789950,1102,117.9590737,0,.9485829
WY,578759,Wyoming,2020-04-06,13,22.8074207,0,.8639175,692,320.6861578,0,2.5917524
AK,731545,Alaska,2020-04-07,22,13.6696991,0,.5467880,30,179.8932397,0,.8201819
AL,4903185,Alabama,2020-04-07,151,2.4881786,6,.1019745,151,27.2272003,31,.2039491
AR,3017825,Arkansas,2020-04-07,71,4.2083288,0,.1656822,793,46.2916173,11,.3976374
AZ,7278717,Arizona,2020-04-07,119,.7693664,8,.0274774,841,7.0754228,34,.1373868
CA,39512223,California,2020-04-07,1529,.6883946,31,.0151852,13798,5.8943786,0,.0253086
CO,5758736,Colorado,2020-04-07,222,5.2442064,10,.1215545,1202,41.7105420,70,.3472984
CT,3565287,Connecticut,2020-04-07,875,11.8644025,71,.5048682,2350,76.6558204,0,.5609647
DC,705749,District of Columbia,2020-04-07,114,59.2278558,-2,2.2670950,370,391.6406541,0,2.2670950
DE,973764,Delaware,2020-04-07,255,47.3420665,4,1.7458029,1562,300.5861790,0,1.4377200
FL,21477737,Florida,2020-04-07,1423,3.0124217,60,.1117436,14888,22.9726251,317,.2560791
GA,10617423,Georgia,2020-04-07,1504,6.0560835,100,.3202284,2439,31.1845916,442,1.1113808
HI,1415872,Hawaii,2020-04-07,16,34.6076481,1,1.6244406,701,205.3857976,5,7.6984360
IA,3155070,Iowa,2020-04-07,102,15.4671687,1,.7289854,1119,95.5604788,14,3.5181470
ID,1787065,Idaho,2020-04-07,69,26.9715987,3,1.3429842,251,167.7611055,6,6.2672594
IL,12671821,Illinois,2020-04-07,1287,4.9637696,73,.2683119,5790,28.4252753,0,.8838509
IN,6732219,Indiana,2020-04-07,563,7.5309493,34,.4456183,2697,27.6431887,0,.9803603
KS,2913314,Kansas,2020-04-07,55,10.2975512,2,.5492027,430,54.0278185,25,.2402762
KY,4467673,Kentucky,2020-04-07,53,6.8492032,14,.4028943,1188,38.9240663,0,.1566811
LA,4648794,Louisiana,2020-04-07,1417,10.8845434,70,.6023067,5489,52.1210447,0,.1290657
MA,6949503,Massachusetts,2020-04-07,1365,9.8855990,67,.5324122,7622,48.2336651,164,.3885170
MD,6045680,Maryland,2020-04-07,326,11.9589525,22,.6616295,1404,58.1737704,47,.5458443
ME,1344212,Maine,2020-04-07,20,40.3210208,2,2.2317908,20,200.2660295,7,2.5293629
MI,9986857,Michigan,2020-04-07,1179,6.3082910,158,.4706185,4261,29.1983754,0,.3404475
MN,5639632,Minnesota,2020-04-07,102,11.2950632,4,.8511194,1550,54.5425659,19,.5851446
MO,6137428,Missouri,2020-04-07,315,10.9817989,14,.7820866,901,49.4506819,0,.5376845
MS,2976149,Mississippi,2020-04-07,177,10.1473414,8,.9744136,177,39.8837558,-98,-.1008014
MT,1068778,Montana,2020-04-07,20,24.2332832,0,2.4326848,195,94.9682722,4,-.8420832
NC,10488084,North Carolina,2020-04-07,351,2.9175968,13,.2669696,356,10.1353117,0,-.0953463
ND,762062,North Dakota,2020-04-07,12,18.2399857,1,.6561146,437,67.7110261,1,-1.3122292
NE,1934408,Nebraska,2020-04-07,38,6.7204023,2,.2584770,471,18.7137357,0,-.6720402
NH,1359711,New Hampshire,2020-04-07,46,6.7661437,0,.2206351,360,20.9603364,11,-.8089954
NJ,8882190,New Jersey,2020-04-07,3326,6.3835608,297,.5066318,5942,12.7671216,0,-.1238433
NM,2096829,New Mexico,2020-04-07,62,26.2300836,0,2.0984067,2689,71.1550632,0,.0953821
NV,3080156,Nevada,2020-04-07,134,18.4081585,12,1.4934309,1010,52.2376139,0,.0324659
NY,19453561,New York,2020-04-07,8174,8.6565128,731,.7659266,19247,22.1450458,2555,1.8814036
OH,11689100,Ohio,2020-04-07,332,14.8001129,25,1.3003567,2460,39.3272365,140,3.3022217
OK,3956971,Oklahoma,2020-04-07,145,44.0993881,16,3.8918658,10544,152.5409208,36,9.8812956
OR,4217737,Oregon,2020-04-07,49,41.3966068,6,3.6749565,1206,145.9550465,66,9.4600493
PA,12801989,Pennsylvania,2020-04-07,1579,11.6856842,78,.9685995,7424,49.7422705,-1145,1.8434635
